estado,codigo_estado,data,semana_epidem,populacao,populacao_2019,is_last,is_repeated,casos_confirmados,casos_por_100k_habitantes,data_atualizacao,taxa_mortalidade,obitos,estado,casos_novos,obitos_novos
São Paulo,35.0,2020-04-19,202017,46289333.0,45919049.0,False,False,14267,30.82136,2020-04-19,0.0711,1015,SP,373,24
São Paulo,35.0,2020-04-20,202017,46289333.0,45919049.0,False,False,14580,31.49754,2020-04-20,0.0711,1037,SP,313,22
São Paulo,35.0,2020-04-21,202017,46289333.0,45919049.0,False,False,15385,33.2366,2020-04-21,0.071,1093,SP,805,56
São Paulo,35.0,2020-04-22,202017,46289333.0,45919049.0,False,False,15914,34.37941,2020-04-22,0.0713,1134,SP,529,41
São Paulo,35.0,2020-04-23,202017,46289333.0,45919049.0,False,False,16740,36.16384,2020-04-23,0.0803,1345,SP,826,211
São Paulo,35.0,2020-04-24,202017,46289333.0,45919049.0,False,False,17826,38.50995,2020-04-24,0.0848,1512,SP,1086,167
São Paulo,35.0,2020-04-25,202017,46289333.0,45919049.0,False,False,20004,43.215140000000005,2020-04-25,0.0833,1667,SP,2178,155
São Paulo,35.0,2020-04-26,202018,46289333.0,45919049.0,False,False,20715,44.751129999999996,2020-04-26,0.0821,1700,SP,711,33
São Paulo,35.0,2020-04-27,202018,46289333.0,45919049.0,False,False,21696,46.87041,2020-04-27,0.0841,1825,SP,981,125
São Paulo,35.0,2020-04-28,202018,46289333.0,45919049.0,False,False,24041,51.936370000000004,2020-04-28,0.0852,2049,SP,2345,224
São Paulo,35.0,2020-04-29,202018,46289333.0,45919049.0,False,False,26158,56.509780000000006,2020-04-29,0.0859,2247,SP,2117,198
São Paulo,35.0,2020-04-30,202018,46289333.0,45919049.0,False,False,28698,61.997,2020-04-30,0.0828,2375,SP,2540,128
São Paulo,35.0,2020-05-01,202018,46289333.0,45919049.0,False,False,30374,65.61771,2020-05-01,0.0827,2511,SP,1676,136
São Paulo,35.0,2020-05-02,202018,46289333.0,45919049.0,False,False,31174,67.34597,2020-05-02,0.083,2586,SP,800,75
São Paulo,35.0,2020-05-03,202019,46289333.0,45919049.0,False,False,31772,68.63784,2020-05-03,0.0827,2627,SP,598,41
São Paulo,35.0,2020-05-04,202019,46289333.0,45919049.0,False,False,32187,69.53438,2020-05-04,0.0825,2654,SP,415,27
São Paulo,35.0,2020-05-05,202019,46289333.0,45919049.0,False,False,34053,73.56554,2020-05-05,0.0837,2851,SP,1866,197
São Paulo,35.0,2020-05-06,202019,46289333.0,45919049.0,False,False,37853,81.77478,2020-05-06,0.0804,3045,SP,3800,194
São Paulo,35.0,2020-05-07,202019,46289333.0,45919049.0,False,False,39928,86.25745,2020-05-07,0.0803,3206,SP,2075,161
São Paulo,35.0,2020-05-08,202019,46289333.0,45919049.0,False,False,41830,90.36639,2020-05-08,0.0817,3416,SP,1902,210
São Paulo,35.0,2020-05-09,202019,46289333.0,45919049.0,False,False,44411,95.94219,2020-05-09,0.0812,3608,SP,2581,192
São Paulo,35.0,2020-05-10,202020,46289333.0,45919049.0,False,False,45444,98.17381,2020-05-10,0.0816,3709,SP,1033,101
São Paulo,35.0,2020-05-11,202020,46289333.0,45919049.0,False,False,46131,99.65795,2020-05-11,0.0811,3743,SP,687,34
São Paulo,35.0,2020-05-12,202020,46289333.0,45919049.0,False,False,47719,103.08855,2020-05-12,0.0828,3949,SP,1588,206
São Paulo,35.0,2020-05-13,202020,46289333.0,45919049.0,False,False,51097,110.38611999999999,2020-05-13,0.0806,4118,SP,3378,169
São Paulo,35.0,2020-05-14,202020,46289333.0,45919049.0,False,False,54286,117.2754,2020-05-14,0.0795,4315,SP,3189,197
São Paulo,35.0,2020-05-15,202020,46289333.0,45919049.0,False,False,58378,126.11545,2020-05-15,0.0771,4501,SP,4092,186
São Paulo,35.0,2020-05-16,202020,46289333.0,45919049.0,False,False,61183,132.17516,2020-05-16,0.0766,4688,SP,2805,187
São Paulo,35.0,2020-05-17,202021,46289333.0,45919049.0,False,False,62345,134.68546,2020-05-17,0.0767,4782,SP,1162,94
São Paulo,35.0,2020-05-18,202021,46289333.0,45919049.0,False,False,63066,136.24305,2020-05-18,0.0765,4823,SP,721,41
São Paulo,35.0,2020-05-19,202021,46289333.0,45919049.0,False,False,65995,142.57064,2020-05-19,0.078,5147,SP,2929,324
