estado,codigo_estado,data,semana_epidem,populacao,populacao_2019,is_last,is_repeated,casos_confirmados,casos_por_100k_habitantes,data_atualizacao,taxa_mortalidade,obitos,estado,casos_novos,obitos_novos
São Paulo,35.0,2020-05-20,202021,46289333.0,45919049.0,False,False,69859,150.91814,2020-05-20,0.0768,5363,SP,3864,216
São Paulo,35.0,2020-05-21,202021,46289333.0,45919049.0,False,False,73739,159.3002,2020-05-21,0.0754,5558,SP,3880,195
São Paulo,35.0,2020-05-22,202021,46289333.0,45919049.0,False,False,76871,166.06634,2020-05-22,0.0751,5773,SP,3132,215
São Paulo,35.0,2020-05-23,202021,46289333.0,45919049.0,False,False,80558,174.03146,2020-05-23,0.075,6045,SP,3687,272
São Paulo,35.0,2020-05-24,202022,46289333.0,45919049.0,False,False,82161,177.49446,2020-05-24,0.075,6163,SP,1603,118
São Paulo,35.0,2020-05-25,202022,46289333.0,45919049.0,False,False,83625,180.65717,2020-05-25,0.0744,6220,SP,1464,57
São Paulo,35.0,2020-05-26,202022,46289333.0,45919049.0,False,False,86017,185.82467,2020-05-26,0.0747,6423,SP,2392,203
São Paulo,35.0,2020-05-27,202022,46289333.0,45919049.0,False,False,89483,193.31236,2020-05-27,0.075,6712,SP,3466,289
São Paulo,35.0,2020-05-28,202022,46289333.0,45919049.0,False,False,95865,207.09955,2020-05-28,0.0728,6980,SP,6382,268
São Paulo,35.0,2020-05-29,202022,46289333.0,45919049.0,False,False,101556,219.39396000000002,2020-05-29,0.0716,7275,SP,5691,295
São Paulo,35.0,2020-05-30,202022,46289333.0,45919049.0,False,False,107142,231.46152999999998,2020-05-30,0.0703,7532,SP,5586,257
São Paulo,35.0,2020-05-31,202023,46289333.0,45919049.0,False,False,109698,236.98332000000002,2020-05-31,0.0694,7615,SP,2556,83
São Paulo,35.0,2020-06-01,202023,46289333.0,45919049.0,False,False,111296,240.43552000000003,2020-06-01,0.0689,7667,SP,1598,52
São Paulo,35.0,2020-06-02,202023,46289333.0,45919049.0,False,False,118295,255.55563999999998,2020-06-02,0.0676,7994,SP,6999,327
São Paulo,35.0,2020-06-03,202023,46289333.0,45919049.0,False,False,123483,266.7634,2020-06-03,0.067,8276,SP,5188,282
São Paulo,35.0,2020-06-04,202023,46289333.0,45919049.0,False,False,129200,279.11397999999997,2020-06-04,0.0663,8561,SP,5717,285
São Paulo,35.0,2020-06-05,202023,46289333.0,45919049.0,False,False,134565,290.70412000000005,2020-06-05,0.0657,8842,SP,5365,281
São Paulo,35.0,2020-06-06,202023,46289333.0,45919049.0,False,False,140549,303.63151,2020-06-06,0.0644,9058,SP,5984,216
São Paulo,35.0,2020-06-07,202024,46289333.0,45919049.0,False,False,143073,309.08417000000003,2020-06-07,0.0639,9145,SP,2524,87
São Paulo,35.0,2020-06-08,202024,46289333.0,45919049.0,False,False,144593,312.36786,2020-06-08,0.0635,9188,SP,1520,43
São Paulo,35.0,2020-06-09,202024,46289333.0,45919049.0,False,False,150138,324.34686,2020-06-09,0.0634,9522,SP,5545,334
São Paulo,35.0,2020-06-10,202024,46289333.0,45919049.0,False,False,156316,337.69335,2020-06-10,0.0631,9862,SP,6178,340
São Paulo,35.0,2020-06-11,202024,46289333.0,45919049.0,False,False,162520,351.09601000000004,2020-06-11,0.0624,10145,SP,6204,283
São Paulo,35.0,2020-06-12,202024,46289333.0,45919049.0,False,False,167900,362.71856,2020-06-12,0.0618,10368,SP,5380,223
São Paulo,35.0,2020-06-13,202024,46289333.0,45919049.0,False,False,172875,373.46617000000003,2020-06-13,0.0612,10581,SP,4975,213
São Paulo,35.0,2020-06-14,202025,46289333.0,45919049.0,False,False,178202,384.97422,2020-06-14,0.06,10694,SP,5327,113
São Paulo,35.0,2020-06-15,202025,46289333.0,45919049.0,False,False,181460,392.01256,2020-06-15,0.0593,10767,SP,3258,73
São Paulo,35.0,2020-06-16,202025,46289333.0,45919049.0,False,False,190285,411.07743,2020-06-16,0.0585,11132,SP,8825,365
São Paulo,35.0,2020-06-17,202025,46289333.0,45919049.0,False,False,191517,413.73895,2020-06-17,0.0602,11521,SP,1232,389
São Paulo,35.0,2020-06-18,202025,46289333.0,45919049.0,False,False,192628,416.13907,2020-06-18,0.0615,11846,SP,1111,325
São Paulo,35.0,2020-06-19,202025,46289333.0,45919049.0,False,False,211658,457.25005,2020-06-19,0.0578,12232,SP,19030,386
São Paulo,35.0,2020-06-20,202025,46289333.0,45919049.0,False,False,215793,466.183,2020-06-20,0.0579,12494,SP,4135,262
São Paulo,35.0,2020-06-21,202026,46289333.0,45919049.0,False,False,219185,473.51082,2020-06-21,0.0574,12588,SP,3392,94
São Paulo,35.0,2020-06-22,202026,46289333.0,45919049.0,False,False,221973,479.53380999999996,2020-06-22,0.0569,12634,SP,2788,46
São Paulo,35.0,2020-06-23,202026,46289333.0,45919049.0,False,False,229475,495.74055999999996,2020-06-23,0.0569,13068,SP,7502,434
São Paulo,35.0,2020-06-24,202026,46289333.0,45919049.0,False,False,238822,515.93312,2020-06-24,0.0559,13352,SP,9347,284
São Paulo,35.0,2020-06-25,202026,46289333.0,45919049.0,False,False,248587,537.02869,2020-06-25,0.0553,13759,SP,9765,407
São Paulo,35.0,2020-06-26,202026,46289333.0,45919049.0,False,False,258508,558.46128,2020-06-26,0.054,13966,SP,9921,207
São Paulo,35.0,2020-06-27,202026,46289333.0,45919049.0,False,False,265581,573.74125,2020-06-27,0.0537,14263,SP,7073,297
São Paulo,35.0,2020-06-28,202027,46289333.0,45919049.0,False,False,271737,587.04022,2020-06-28,0.0528,14338,SP,6156,75
São Paulo,35.0,2020-06-29,202027,46289333.0,45919049.0,False,False,275145,594.4026,2020-06-29,0.0523,14398,SP,3408,60
São Paulo,35.0,2020-06-30,202027,46289333.0,45919049.0,False,False,281380,607.87223,2020-06-30,0.0525,14763,SP,6235,365
São Paulo,35.0,2020-07-01,202027,46289333.0,45919049.0,False,False,289935,626.35381,2020-07-01,0.0518,15030,SP,8555,267
São Paulo,35.0,2020-07-02,202027,46289333.0,45919049.0,False,False,302179,652.80483,2020-07-02,0.0508,15351,SP,12244,321
São Paulo,35.0,2020-07-03,202027,46289333.0,45919049.0,False,False,310517,670.81762,2020-07-03,0.0505,15694,SP,8338,343
São Paulo,35.0,2020-07-04,202027,46289333.0,45919049.0,False,False,312530,675.16635,2020-07-04,0.0512,15996,SP,2013,302
São Paulo,35.0,2020-07-05,202028,46289333.0,45919049.0,False,False,320179,691.6906799999999,2020-07-05,0.0502,16078,SP,7649,82
São Paulo,35.0,2020-07-06,202028,46289333.0,45919049.0,False,False,323070,697.9361700000001,2020-07-06,0.0499,16134,SP,2891,56
São Paulo,35.0,2020-07-07,202028,46289333.0,45919049.0,False,False,332708,718.75739,2020-07-07,0.0495,16475,SP,9638,341
São Paulo,35.0,2020-07-08,202028,46289333.0,45919049.0,False,False,341365,737.45932,2020-07-08,0.0492,16788,SP,8657,313
São Paulo,35.0,2020-07-09,202028,46289333.0,45919049.0,False,False,349715,755.49803,2020-07-09,0.0489,17118,SP,8350,330
São Paulo,35.0,2020-07-10,202028,46289333.0,45919049.0,False,False,359110,775.79429,2020-07-10,0.0486,17442,SP,9395,324
São Paulo,35.0,2020-07-11,202028,46289333.0,45919049.0,False,False,366890,792.6016099999999,2020-07-11,0.0482,17702,SP,7780,260
São Paulo,35.0,2020-07-12,202029,46289333.0,45919049.0,False,False,371997,803.63439,2020-07-12,0.048,17848,SP,5107,146
São Paulo,35.0,2020-07-13,202029,46289333.0,45919049.0,False,False,374607,809.2728400000001,2020-07-13,0.0478,17907,SP,2610,59
São Paulo,35.0,2020-07-14,202029,46289333.0,45919049.0,False,False,386607,835.1967400000001,2020-07-14,0.0474,18324,SP,12000,417
São Paulo,35.0,2020-07-15,202029,46289333.0,45919049.0,False,False,393176,849.3879099999999,2020-07-15,0.0474,18640,SP,6569,316
São Paulo,35.0,2020-07-16,202029,46289333.0,45919049.0,False,False,402048,868.55432,2020-07-16,0.0474,19038,SP,8872,398
São Paulo,35.0,2020-07-17,202029,46289333.0,45919049.0,False,False,407415,880.1487800000001,2020-07-17,0.0476,19377,SP,5367,339
São Paulo,35.0,2020-07-18,202029,46289333.0,45919049.0,False,False,412027,890.1122,2020-07-18,0.0477,19647,SP,4612,270
São Paulo,35.0,2020-07-19,202030,46289333.0,45919049.0,False,False,415049,896.6407,2020-07-19,0.0475,19732,SP,3022,85
São Paulo,35.0,2020-07-20,202030,46289333.0,45919049.0,False,False,416434,899.63275,2020-07-20,0.0475,19788,SP,1385,56
São Paulo,35.0,2020-07-21,202030,46289333.0,45919049.0,False,False,422669,913.10238,2020-07-21,0.0477,20171,SP,6235,383
São Paulo,35.0,2020-07-22,202030,46289333.0,45919049.0,False,False,439446,949.34615,2020-07-22,0.0467,20532,SP,16777,361
São Paulo,35.0,2020-07-23,202030,46289333.0,45919049.0,False,False,452007,976.48199,2020-07-23,0.0462,20894,SP,12561,362
São Paulo,35.0,2020-07-24,202030,46289333.0,45919049.0,False,False,463218,1000.7013900000001,2020-07-24,0.0458,21206,SP,11211,312
São Paulo,35.0,2020-07-25,202030,46289333.0,45919049.0,False,False,479481,1035.83476,2020-07-25,0.0449,21517,SP,16263,311
São Paulo,35.0,2020-07-26,202031,46289333.0,45919049.0,False,False,483982,1045.5583800000002,2020-07-26,0.0446,21606,SP,4501,89
São Paulo,35.0,2020-07-27,202031,46289333.0,45919049.0,False,False,487654,1053.49109,2020-07-27,0.0444,21676,SP,3672,70
São Paulo,35.0,2020-07-28,202031,46289333.0,45919049.0,False,False,500301,1080.81272,2020-07-28,0.0441,22059,SP,12647,383
São Paulo,35.0,2020-07-29,202031,46289333.0,45919049.0,False,False,514197,1110.8326,2020-07-29,0.0435,22389,SP,13896,330
São Paulo,35.0,2020-07-30,202031,46289333.0,45919049.0,False,False,529006,1142.82485,2020-07-30,0.0429,22710,SP,14809,321
São Paulo,35.0,2020-07-31,202031,46289333.0,45919049.0,False,False,542304,1171.55285,2020-07-31,0.0424,22997,SP,13298,287
São Paulo,35.0,2020-08-01,202031,46289333.0,45919049.0,False,False,552318,1193.18634,2020-08-01,0.0421,23236,SP,10014,239
São Paulo,35.0,2020-08-02,202032,46289333.0,45919049.0,False,False,558685,1206.9411300000002,2020-08-02,0.0417,23317,SP,6367,81
São Paulo,35.0,2020-08-03,202032,46289333.0,45919049.0,False,False,560218,1210.25291,2020-08-03,0.0417,23365,SP,1533,48
São Paulo,35.0,2020-08-04,202032,46289333.0,45919049.0,False,False,575589,1243.4592699999998,2020-08-04,0.0412,23702,SP,15371,337
São Paulo,35.0,2020-08-05,202032,46289333.0,45919049.0,False,False,585265,1264.36257,2020-08-05,0.0412,24109,SP,9676,407
São Paulo,35.0,2020-08-06,202032,46289333.0,45919049.0,False,False,598670,1293.32172,2020-08-06,0.0408,24448,SP,13405,339
São Paulo,35.0,2020-08-07,202032,46289333.0,45919049.0,False,False,608379,1314.29632,2020-08-07,0.0407,24735,SP,9709,287
São Paulo,35.0,2020-08-08,202032,46289333.0,45919049.0,False,False,621731,1343.1409800000001,2020-08-08,0.0402,25016,SP,13352,281
São Paulo,35.0,2020-08-09,202033,46289333.0,45919049.0,False,False,627126,1354.79593,2020-08-09,0.04,25114,SP,5395,98
São Paulo,35.0,2020-08-10,202033,46289333.0,45919049.0,False,False,628415,1357.58059,2020-08-10,0.04,25151,SP,1289,37
São Paulo,35.0,2020-08-11,202033,46289333.0,45919049.0,False,False,639562,1381.66173,2020-08-11,0.04,25571,SP,11147,420
São Paulo,35.0,2020-08-12,202033,46289333.0,45919049.0,False,False,655181,1415.40385,2020-08-12,0.0395,25869,SP,15619,298
São Paulo,35.0,2020-08-13,202033,46289333.0,45919049.0,False,False,674455,1457.04195,2020-08-13,0.039,26324,SP,19274,455
São Paulo,35.0,2020-08-14,202033,46289333.0,45919049.0,False,False,686122,1482.24646,2020-08-14,0.0388,26613,SP,11667,289
São Paulo,35.0,2020-08-15,202033,46289333.0,45919049.0,False,False,697530,1506.89145,2020-08-15,0.0384,26780,SP,11408,167
São Paulo,35.0,2020-08-16,202034,46289333.0,45919049.0,False,False,699493,1511.1321699999999,2020-08-16,0.0384,26852,SP,1963,72
São Paulo,35.0,2020-08-17,202034,46289333.0,45919049.0,False,False,702665,1517.98472,2020-08-17,0.0383,26899,SP,3172,47
São Paulo,35.0,2020-08-18,202034,46289333.0,45919049.0,False,False,711530,1537.136,2020-08-18,0.0384,27315,SP,8865,416
São Paulo,35.0,2020-08-19,202034,46289333.0,45919049.0,False,False,721377,1558.40872,2020-08-19,0.0382,27591,SP,9847,276
São Paulo,35.0,2020-08-20,202034,46289333.0,45919049.0,False,False,730828,1578.82595,2020-08-20,0.0382,27905,SP,9451,314
São Paulo,35.0,2020-08-21,202034,46289333.0,45919049.0,False,False,735960,1589.91273,2020-08-21,0.0383,28155,SP,5132,250
São Paulo,35.0,2020-08-22,202034,46289333.0,45919049.0,False,False,749244,1618.61049,2020-08-22,0.0379,28392,SP,13284,237
São Paulo,35.0,2020-08-23,202035,46289333.0,45919049.0,False,False,754129,1629.16368,2020-08-23,0.0377,28467,SP,4885,75
São Paulo,35.0,2020-08-24,202035,46289333.0,45919049.0,False,False,756480,1634.2426,2020-08-24,0.0377,28505,SP,2351,38
São Paulo,35.0,2020-08-25,202035,46289333.0,45919049.0,False,False,765670,1654.09599,2020-08-25,0.0378,28912,SP,9190,407
São Paulo,35.0,2020-08-26,202035,46289333.0,45919049.0,False,False,776135,1676.70379,2020-08-26,0.0376,29194,SP,10465,282
São Paulo,35.0,2020-08-27,202035,46289333.0,45919049.0,False,False,784453,1694.67337,2020-08-27,0.0375,29415,SP,8318,221
São Paulo,35.0,2020-08-28,202035,46289333.0,45919049.0,False,False,796209,1720.07015,2020-08-28,0.0373,29694,SP,11756,279
